ob_end_time,id_type,id,ob_hour_count,met_domain_-999me,version_num,src_id,rec_st_ind,mean_wind_dir,mean_wind_speed,max_gust_dir,max_gust_speed,max_gust_ctime,mean_wind_dir_q,mean_wind_speed_q,max_gust_dir_q,max_gust_speed_q,max_gust_ctime_q,mean_wind_dir_j,mean_wind_speed_j,max_gust_dir_j,max_gust_speed_j,meto_stmp_time,midas_stmp_etime
06/01/2014 17:00,WIND,163301,1,HCM,1,19260,1011,210,15,210,26,1636,6,6,6,6,6,-999,-999,-999,-999,06/01/2014 16:52,0
06/01/2014 18:00,WIND,163301,1,HCM,1,19260,1011,210,14,190,26,1746,6,6,6,6,6,-999,-999,-999,-999,06/01/2014 17:52,0
06/01/2014 19:00,WIND,163301,1,HCM,1,19260,1011,210,15,210,29,1845,6,6,6,6,6,-999,-999,-999,-999,06/01/2014 18:52,0
06/01/2014 20:00,WIND,163301,1,HCM,1,19260,1011,210,15,210,30,1853,6,6,6,6,6,-999,-999,-999,-999,06/01/2014 19:52,0
06/01/2014 21:00,WIND,163301,1,HCM,1,19260,1011,210,16,210,33,2023,6,6,6,6,6,-999,-999,-999,-999,06/01/2014 20:53,0
06/01/2014 22:00,WIND,163301,1,HCM,1,19260,1011,210,19,220,33,2127,6,6,6,6,6,-999,-999,-999,-999,06/01/2014 21:52,0
06/01/2014 23:00,WIND,163301,1,HCM,1,19260,1011,220,22,220,40,2157,6,6,6,6,6,-999,-999,-999,-999,06/01/2014 22:52,0
07/01/2014 00:00,WIND,163301,1,HCM,1,19260,1011,220,21,220,37,2312,6,6,6,6,6,-999,-999,-999,-999,06/01/2014 23:52,0
07/01/2014 01:00,WIND,163301,1,HCM,1,19260,1011,220,18,230,34,18,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 00:52,0
07/01/2014 02:00,WIND,163301,1,HCM,1,19260,1011,220,17,210,38,52,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 01:52,0
07/01/2014 03:00,WIND,163301,1,HCM,1,19260,1011,220,15,220,27,203,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 02:52,0
07/01/2014 04:00,WIND,163301,1,HCM,1,19260,1011,220,14,220,26,322,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 03:52,0
07/01/2014 05:00,WIND,163301,1,HCM,1,19260,1011,220,17,210,30,441,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 04:52,0
07/01/2014 06:00,WIND,163301,1,HCM,1,19260,1011,210,22,200,35,511,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 05:52,0
07/01/2014 07:00,WIND,163301,1,HCM,1,19260,1011,220,19,210,33,553,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 06:52,0
07/01/2014 08:00,WIND,163301,1,HCM,1,19260,1011,220,18,210,31,729,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 07:52,0
07/01/2014 09:00,WIND,163301,1,HCM,1,19260,1011,220,18,220,29,824,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 08:54,0
07/01/2014 10:00,WIND,163301,1,HCM,1,19260,1011,220,16,230,27,942,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 09:52,0
07/01/2014 11:00,WIND,163301,1,HCM,1,19260,1011,220,18,220,31,1027,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 10:52,0
07/01/2014 12:00,WIND,163301,1,HCM,1,19260,1011,220,17,210,29,1114,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 12:04,0
07/01/2014 13:00,WIND,163301,1,HCM,1,19260,1011,220,16,210,29,1156,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 13:04,0
07/01/2014 14:00,WIND,163301,1,HCM,1,19260,1011,220,13,220,24,1256,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 13:52,0
07/01/2014 15:00,WIND,163301,1,HCM,1,19260,1011,230,12,230,22,1402,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 14:52,0
07/01/2014 16:00,WIND,163301,1,HCM,1,19260,1011,230,11,210,21,1511,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 16:00,0
07/01/2014 17:00,WIND,163301,1,HCM,1,19260,1011,220,11,230,20,1551,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 16:53,0
07/01/2014 18:00,WIND,163301,1,HCM,1,19260,1011,230,12,230,22,1717,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 17:52,0
07/01/2014 19:00,WIND,163301,1,HCM,1,19260,1011,230,13,210,23,1756,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 18:52,0
07/01/2014 20:00,WIND,163301,1,HCM,1,19260,1011,240,12,240,23,1853,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 19:53,0
07/01/2014 21:00,WIND,163301,1,HCM,1,19260,1011,230,13,250,25,2046,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 20:56,0
07/01/2014 22:00,WIND,163301,1,HCM,1,19260,1011,230,13,230,22,2138,6,6,6,6,6,-999,-999,-999,-999,07/01/2014 21:52,0
