# U  POINT_DATA 64516
#  x  y  z  U_x  U_y  U_z  
3506262.5 3730387.5 2 0.8699362813 -0.3417787758 -0.01644215623
3506287.5 3730412.5 2 0.8770336137 -0.3006839168 -0.004853850896
3506287.5 3730387.5 2 0.8322503293 -0.3320431826 -0.0165511897
3506312.5 3730412.5 2 0.840306461 -0.2886559588 -0.004529553576
3506312.5 3730387.5 2 0.7947700141 -0.3202891856 -0.01639717608
3506337.5 3730412.5 2 0.8033302334 -0.2755401644 -0.004003620173
3506337.5 3730387.5 2 0.7572021691 -0.307312744 -0.01604472922
3506362.5 3730412.5 2 0.7665025182 -0.2610845417 -0.004359709094
3506362.5 3730387.5 2 0.7201610179 -0.2929369127 -0.01658112643
3506387.5 3730412.5 2 0.7312537962 -0.2460323114 -0.004495198349
3506387.5 3730387.5 2 0.6847066954 -0.2777757225 -0.0169297301
3506412.5 3730412.5 2 0.6964095119 -0.2299725264 -0.004635133926
3506412.5 3730387.5 2 0.649931352 -0.2614946599 -0.01706619593
3506437.5 3730412.5 2 0.6618897613 -0.2137390396 -0.004558504006
3506437.5 3730387.5 2 0.615433025 -0.245099797 -0.01709077531
3506462.5 3730412.5 2 0.628060437 -0.1970041483 -0.005436577098
3506462.5 3730387.5 2 0.5819020027 -0.2282724246 -0.01804994975
3506487.5 3730412.5 2 0.5958264169 -0.1806327164 -0.005869206311
3506487.5 3730387.5 2 0.5497538105 -0.2118075022 -0.01861608165
3506512.5 3730412.5 2 0.5643333729 -0.1640408412 -0.006747673654
3506512.5 3730387.5 2 0.5185517947 -0.1951824858 -0.01954338685
3506537.5 3730412.5 2 0.5338678601 -0.148010566 -0.007394903653
3506537.5 3730387.5 2 0.4880534669 -0.1792320816 -0.02031692505
3506562.5 3730412.5 2 0.5045092948 -0.131898088 -0.008912221298
3506562.5 3730387.5 2 0.4589050694 -0.1632801662 -0.02208672036
3506587.5 3730412.5 2 0.4766465201 -0.1166503694 -0.009849862406
3506587.5 3730387.5 2 0.4308586004 -0.1482835575 -0.02313731176
3506612.5 3730412.5 2 0.450003944 -0.1015588839 -0.01172148345
3506612.5 3730387.5 2 0.4040413865 -0.1336189067 -0.02512886237
3506637.5 3730412.5 2 0.4249488143 -0.08748876325 -0.01288068172
3506637.5 3730387.5 2 0.3781173758 -0.1201184498 -0.02624906988
3506662.5 3730412.5 2 0.400862699 -0.07371732752 -0.01454602668
3506662.5 3730387.5 2 0.3531632017 -0.1070933256 -0.02817828575
3506687.5 3730412.5 2 0.3779577384 -0.06119886476 -0.01543040093
3506687.5 3730387.5 2 0.3289721466 -0.09544756742 -0.02906574613
3506712.5 3730412.5 2 0.3564241858 -0.04895660342 -0.01767079891
3506712.5 3730387.5 2 0.3062252185 -0.08392310957 -0.0317362473
3506737.5 3730412.5 2 0.3371749224 -0.03748600878 -0.01918073707
3506737.5 3730387.5 2 0.2852134783 -0.07310857627 -0.03348549927
3506762.5 3730412.5 2 0.3189133632 -0.02642853998 -0.0210766966
3506762.5 3730387.5 2 0.2647291641 -0.06284957292 -0.03580635978
3506787.5 3730412.5 2 0.3016139723 -0.0167872649 -0.0220785511
3506787.5 3730387.5 2 0.2445624456 -0.05456226435 -0.03659324063
3506812.5 3730412.5 2 0.2852256332 -0.007933303649 -0.02484809992
3506812.5 3730387.5 2 0.2247212104 -0.04769341492 -0.03979481882
3506837.5 3730412.5 2 0.2719263887 0.0005071701792 -0.02677863262
3506837.5 3730387.5 2 0.2084578116 -0.04105215579 -0.04184754372
3506862.5 3730412.5 2 0.2603589296 0.008401110197 -0.02913727075
3506862.5 3730387.5 2 0.19359048 -0.03417813924 -0.04452463397
3506887.5 3730412.5 2 0.2520043241 0.01426125596 -0.02998963345
3506887.5 3730387.5 2 0.1827281203 -0.02909268024 -0.04432543252
3506912.5 3730412.5 2 0.2449837706 0.01771262727 -0.03131115991
3506912.5 3730387.5 2 0.1708185018 -0.02557356703 -0.04272195681
3506937.5 3730412.5 2 0.240256489 0.020235143 -0.03006590307
3506937.5 3730387.5 2 0.1616475808 -0.02119573557 -0.03779439401
3506962.5 3730412.5 2 0.2338337436 0.02321759265 -0.02773972054
3506962.5 3730387.5 2 0.1494499152 -0.01473073478 -0.03140718266
3506987.5 3730412.5 2 0.2286487386 0.02725061971 -0.02596112384
3506987.5 3730387.5 2 0.1405733917 -0.006979075621 -0.02738699301
3507012.5 3730412.5 2 0.2244472361 0.03203433494 -0.02417701239
3507012.5 3730387.5 2 0.132662155 0.001646269072 -0.02335963505
3507037.5 3730412.5 2 0.222352319 0.03695072352 -0.02228793383
3507037.5 3730387.5 2 0.1282059008 0.009904400601 -0.02049498093
3507062.5 3730412.5 2 0.2203030114 0.04238615264 -0.01945452368
3507062.5 3730387.5 2 0.1241811747 0.01901528974 -0.01739165932
3507087.5 3730412.5 2 0.219631472 0.04729213428 -0.01795216902
3507087.5 3730387.5 2 0.1221995179 0.02654965178 -0.01579624644
3507112.5 3730412.5 2 0.2192351549 0.05229406942 -0.0149701117
3507112.5 3730387.5 2 0.1200946101 0.03476368086 -0.01296690085
3507137.5 3730412.5 2 0.2193496196 0.05658335018 -0.0132539405
3507137.5 3730387.5 2 0.1187719452 0.04154802559 -0.01138128641
3507162.5 3730412.5 2 0.2200750602 0.06068550222 -0.01105291807
3507162.5 3730387.5 2 0.117938963 0.04817483896 -0.009773898398
3507187.5 3730412.5 2 0.2216826337 0.06404133822 -0.0101640239
3507187.5 3730387.5 2 0.1181513947 0.05360283367 -0.008954209522
3507212.5 3730412.5 2 0.2237543861 0.06707105144 -0.007948440514
3507212.5 3730387.5 2 0.1184444179 0.05892005236 -0.00704304793
3507237.5 3730412.5 2 0.2259915177 0.06938779871 -0.007252403272
3507237.5 3730387.5 2 0.1188952417 0.06300395111 -0.006314248651
3507262.5 3730412.5 2 0.2290886877 0.07141705279 -0.005877970971
3507262.5 3730387.5 2 0.1199767062 0.06671940507 -0.005417069648
3507287.5 3730412.5 2 0.2326388208 0.07280835197 -0.005657068449
3507287.5 3730387.5 2 0.1216297582 0.06945107834 -0.00512130861
3507312.5 3730412.5 2 0.2369769838 0.07377477123 -0.00439601916
3507312.5 3730387.5 2 0.1236791325 0.07178567323 -0.004059328542
3507337.5 3730412.5 2 0.2413880338 0.07421979345 -0.004296627661
3507337.5 3730387.5 2 0.1257732906 0.073288008 -0.003840219932
3507362.5 3730412.5 2 0.2466936723 0.07441791498 -0.003435598496
3507362.5 3730387.5 2 0.1285277335 0.07446986673 -0.003349617614
3507387.5 3730412.5 2 0.2521157992 0.07419858982 -0.003528467291
3507387.5 3730387.5 2 0.1315408828 0.07503339014 -0.003345153579
3507412.5 3730412.5 2 0.2583647034 0.07361399547 -0.002743865783
3507412.5 3730387.5 2 0.1350313953 0.07520794183 -0.002752908519
3507437.5 3730412.5 2 0.2645443857 0.07279020246 -0.002921917275
3507437.5 3730387.5 2 0.1384634008 0.07497200732 -0.002796750112
3507462.5 3730412.5 2 0.2715381073 0.07184612286 -0.00224275813
3507462.5 3730387.5 2 0.1424814073 0.07460461058 -0.00246682863
3507487.5 3730412.5 2 0.2783225894 0.07068414903 -0.002476182238
3507487.5 3730387.5 2 0.1464796065 0.0738825063 -0.002617941206
3507512.5 3730412.5 2 0.285955992 0.06921897214 -0.00200526069
3507512.5 3730387.5 2 0.151033005 0.07276351643 -0.002393834648
3507537.5 3730412.5 2 0.2934616468 0.06771296357 -0.002398670099
3507537.5 3730387.5 2 0.1555015549 0.07157479157 -0.002634800592
3507562.5 3730412.5 2 0.301751926 0.06621151112 -0.001828901016
3507562.5 3730387.5 2 0.1604738745 0.07042752447 -0.002397752861
3507587.5 3730412.5 2 0.3096047277 0.06459024445 -0.002133191949
3507587.5 3730387.5 2 0.1652508447 0.06906134636 -0.00262672187
3507612.5 3730412.5 2 0.3184052572 0.06269993658 -0.001874442975
3507612.5 3730387.5 2 0.170652583 0.06731302808 -0.002637341379
3507637.5 3730412.5 2 0.3270753248 0.06084238714 -0.002374846677
3507637.5 3730387.5 2 0.176002535 0.06565081992 -0.002990415192
3507662.5 3730412.5 2 0.3366108262 0.05901059073 -0.001891456954
3507662.5 3730387.5 2 0.1818293162 0.06411810394 -0.002812366832
3507687.5 3730412.5 2 0.3456987671 0.05712610727 -0.002265256661
3507687.5 3730387.5 2 0.1874915243 0.06243131822 -0.003094924674
3507712.5 3730412.5 2 0.355849472 0.05505713862 -0.001981184838
3507712.5 3730387.5 2 0.1937830677 0.06058073357 -0.00303143929
3507737.5 3730412.5 2 0.3658700395 0.05302801837 -0.002392179971
3507737.5 3730387.5 2 0.2000620548 0.05882392193 -0.003317987898
3507762.5 3730412.5 2 0.3768359641 0.05098263633 -0.00178800342
3507762.5 3730387.5 2 0.2068691973 0.05723647629 -0.003033101439
3507787.5 3730412.5 2 0.3873943433 0.04890033082 -0.002102896173
3507787.5 3730387.5 2 0.21361452 0.05550608729 -0.003308810117
3507812.5 3730412.5 2 0.3991578222 0.04666591153 -0.001737727266
3507812.5 3730387.5 2 0.2211209128 0.05372440509 -0.0031330389
3507837.5 3730412.5 2 0.4109171838 0.04449869388 -0.002082282046
3507837.5 3730387.5 2 0.2287560797 0.05209006169 -0.003350438916
3507862.5 3730412.5 2 0.4237481547 0.04234171729 -0.001341373085
3507862.5 3730387.5 2 0.2370515046 0.05073345201 -0.002879670634
3507887.5 3730412.5 2 0.4363738319 0.04021484862 -0.001505008048
3507887.5 3730387.5 2 0.2455021886 0.04932973444 -0.003003214667
3507912.5 3730412.5 2 0.4500063456 0.03809715485 -0.000528937453
3507912.5 3730387.5 2 0.2545299534 0.04824098644 -0.002056075424
3507937.5 3730412.5 2 0.4633239936 0.03606901823 -0.0003974303743
3507937.5 3730387.5 2 0.263411148 0.04724336127 -0.001800329868
3507962.5 3730412.5 2 0.4776308216 0.03405603393 0.0007210562579
3507962.5 3730387.5 2 0.2729916572 0.0465304608 -0.0008919167545
3507987.5 3730412.5 2 0.491932245 0.03212939872 0.0008552834069
3507987.5 3730387.5 2 0.2829244591 0.04578394583 -0.0006861327278
3508012.5 3730412.5 2 0.5070818633 0.03025617001 0.002336123595
3508012.5 3730387.5 2 0.2931581316 0.04549729217 0.001009167036
3508037.5 3730412.5 2 0.5217352905 0.02845402789 0.002913491855
3508037.5 3730387.5 2 0.303162976 0.04521184854 0.001743038857
3508062.5 3730412.5 2 0.5372824513 0.0265648942 0.004431283805
3508062.5 3730387.5 2 0.3139346842 0.04508683848 0.003116764193
3508087.5 3730412.5 2 0.5528017608 0.02473148842 0.004811077782
3508087.5 3730387.5 2 0.3253274465 0.04483029693 0.003474924619
3508112.5 3730412.5 2 0.5691841853 0.0228997153 0.006529904245
3508112.5 3730387.5 2 0.3372717095 0.04496381425 0.005476896936
3508137.5 3730412.5 2 0.5850180231 0.02116722409 0.007232676728
3508137.5 3730387.5 2 0.3491790505 0.04508921082 0.006323916428
3508162.5 3730412.5 2 0.6017718524 0.01926417707 0.008901009064
3508162.5 3730387.5 2 0.3621544158 0.04524447121 0.008010622826
3508187.5 3730412.5 2 0.6184763173 0.01743389893 0.00934490727
3508187.5 3730387.5 2 0.3760087091 0.04518485765 0.008467597592
3508212.5 3730412.5 2 0.6358450512 0.01551574761 0.01129523129
3508212.5 3730387.5 2 0.3904568556 0.04531822174 0.01097250404
3508237.5 3730412.5 2 0.6522514327 0.01370470249 0.01217490743
3508237.5 3730387.5 2 0.4047844148 0.04536732724 0.0121344247
3508262.5 3730412.5 2 0.6691834345 0.01172540821 0.01413877384
3508262.5 3730387.5 2 0.4201006356 0.04543823899 0.01450135985
3508287.5 3730412.5 2 0.6855937865 0.009875942882 0.01487379014
3508287.5 3730387.5 2 0.4360671682 0.04534522551 0.01553112528
3508312.5 3730412.5 2 0.7019879093 0.007625824973 0.01715942077
3508312.5 3730387.5 2 0.4525085232 0.04510195638 0.01878326794
3508337.5 3730412.5 2 0.7168691872 0.005350899727 0.01812733948
3508337.5 3730387.5 2 0.4685613018 0.0445209718 0.02044126325
3508362.5 3730412.5 2 0.7320726539 0.00233737909 0.01993509037
3508362.5 3730387.5 2 0.4859911987 0.04306613449 0.02332672802
3508387.5 3730412.5 2 0.7466693788 -0.000869527799 0.02020031604
3508387.5 3730387.5 2 0.5051376252 0.04090948137 0.02414296272
3508412.5 3730412.5 2 0.7620448663 -0.004823046392 0.02157466409
3508412.5 3730387.5 2 0.5269174426 0.03729527327 0.02715278282
3508437.5 3730412.5 2 0.7762789491 -0.009179521296 0.02160584745
3508437.5 3730387.5 2 0.5497980566 0.03198690693 0.02839338922
3508462.5 3730412.5 2 0.7918807938 -0.01411395586 0.02199511202
3508462.5 3730387.5 2 0.5774947982 0.02586668111 0.03022382057
