# U  POINT_DATA 64516
#  x  y  z  U_x  U_y  U_z  
3507937.5 3731637.5 2 1.194344742 -0.0137035619 0.000679545215
3507962.5 3731637.5 2 1.192361599 -0.01069244833 0.0007098321006
3507987.5 3731637.5 2 1.190427568 -0.007537253815 0.0007067574823
3508012.5 3731637.5 2 1.188647727 -0.004216818415 0.0007554490366
3508037.5 3731637.5 2 1.186867677 -0.0007698743183 0.0007619675458
3508062.5 3731637.5 2 1.185292107 0.002807343264 0.0007837976162
3508087.5 3731637.5 2 1.18381609 0.006453465135 0.0007694581619
3508112.5 3731637.5 2 1.182556486 0.0101772907 0.0008091153939
3508137.5 3731637.5 2 1.181354419 0.0139110632 0.000802944258
3508162.5 3731637.5 2 1.180405073 0.01766990793 0.0008159529943
3508187.5 3731637.5 2 1.179597067 0.02138680087 0.0007891354531
3508212.5 3731637.5 2 1.179048083 0.02507951694 0.0008204625471
3508237.5 3731637.5 2 1.178585801 0.02867261521 0.0008015065575
3508262.5 3731637.5 2 1.178398923 0.03218845709 0.0008052055484
3508287.5 3731637.5 2 1.178365259 0.03555903326 0.0007644213395
3508312.5 3731637.5 2 1.17860024 0.03881064949 0.0007868539743
3508337.5 3731637.5 2 1.178915761 0.0418689848 0.0007553047236
3508362.5 3731637.5 2 1.179498616 0.0447669555 0.000748865345
3508387.5 3731637.5 2 1.180211275 0.04744332366 0.0006938805744
3508412.5 3731637.5 2 1.181165945 0.04993668241 0.0007082571097
3508437.5 3731637.5 2 1.18216048 0.0521820215 0.0006669848413
3508462.5 3731637.5 2 1.183387139 0.05422393123 0.0006518172829
3508487.5 3731637.5 2 1.184693077 0.05601214749 0.0005862339302
3508512.5 3731637.5 2 1.186194446 0.05759760143 0.0005939286944
3508537.5 3731637.5 2 1.18767995 0.05892666266 0.0005453095923
3508562.5 3731637.5 2 1.189349915 0.06005406394 0.000525622738
3508587.5 3731637.5 2 1.191039085 0.06093914004 0.0004557140026
3508612.5 3731637.5 2 1.192875149 0.06164166245 0.0004590890457
3508637.5 3731637.5 2 1.19464266 0.06211650583 0.000408069658
3508662.5 3731637.5 2 1.196552831 0.06242387868 0.0003873128576
3508687.5 3731637.5 2 1.198428031 0.06252823934 0.0003180860885
3508712.5 3731637.5 2 1.200412273 0.06249282747 0.0003191824095
3508737.5 3731637.5 2 1.202285956 0.06227658878 0.0002702664192
3508762.5 3731637.5 2 1.204272067 0.06194069522 0.0002501560148
3508787.5 3731637.5 2 1.20618232 0.06145089981 0.0001856335474
3508812.5 3731637.5 2 1.208176284 0.06086930538 0.0001861349767
3508837.5 3731637.5 2 1.210028773 0.06015607178 0.0001432230732
3508862.5 3731637.5 2 1.211973635 0.05936994788 0.000125582648
3508887.5 3731637.5 2 1.213812158 0.05847598482 6.984263183e-005
3508912.5 3731637.5 2 1.21571793 0.05753268724 7.184672641e-005
3508937.5 3731637.5 2 1.217458826 0.05649994732 3.872294863e-005
3508962.5 3731637.5 2 1.21927651 0.05543268619 2.66939209e-005
3508987.5 3731637.5 2 1.220962521 0.05429516328 -1.61437188e-005
3509012.5 3731637.5 2 1.222702353 0.05314111287 -1.038979792e-005
3509037.5 3731637.5 2 1.224257489 0.05193116223 -3.042828676e-005
3509062.5 3731637.5 2 1.225876025 0.05071556836 -3.514662006e-005
3509087.5 3731637.5 2 1.227340685 0.04945832104 -6.30551513e-005
3509112.5 3731637.5 2 1.228842279 0.04820839379 -5.259092889e-005
3509137.5 3731637.5 2 1.230149088 0.04692780518 -6.218880114e-005
3509162.5 3731637.5 2 1.2315046 0.04566113661 -6.168374938e-005
3509187.5 3731637.5 2 1.232691936 0.04437360341 -8.170436193e-005
3509212.5 3731637.5 2 1.233899584 0.04310964258 -7.862963094e-005
3509237.5 3731637.5 2 1.234922974 0.04183370237 -9.933498186e-005
3509262.5 3731637.5 2 1.235980186 0.04058556847 -0.0001148362149
3509287.5 3731637.5 2 1.236910048 0.03933416081 -0.0001562439641
3509312.5 3731637.5 2 1.237892079 0.0381189935 -0.0001818036132
3509337.5 3731637.5 2 1.238754193 0.03690704105 -0.0002313389189
3509362.5 3731637.5 2 1.239696115 0.03573278322 -0.0002683610053
3509387.5 3731637.5 2 1.240541913 0.03456705842 -0.0003320251941
3509412.5 3731637.5 2 1.241466377 0.03344456904 -0.000379090191
3509437.5 3731637.5 2 1.24229482 0.03233282186 -0.000448267818
3509462.5 3731637.5 2 1.243217543 0.03126084751 -0.0004950519528
3509487.5 3731637.5 2 1.244050606 0.03020176153 -0.0005692489691
3509512.5 3731637.5 2 1.244970539 0.02918645499 -0.0006237293922
3509537.5 3731637.5 2 1.245802083 0.02818441572 -0.0006984472444
3509562.5 3731637.5 2 1.246729591 0.02721908434 -0.0007413787633
3509587.5 3731637.5 2 1.247564009 0.02626578861 -0.0008122475284
3509612.5 3731637.5 2 1.248482997 0.02535094591 -0.0008596103379
3509637.5 3731637.5 2 1.249312982 0.02444794914 -0.0009288039456
3509662.5 3731637.5 2 1.250235378 0.02357553757 -0.0009592253919
3509687.5 3731637.5 2 1.251056082 0.02271136311 -0.001018345235
3509712.5 3731637.5 2 1.251950043 0.02187731358 -0.001049293381
3509737.5 3731637.5 2 1.252746004 0.02105224366 -0.00110606504
3509762.5 3731637.5 2 1.253625324 0.02025084461 -0.001119429902
3509787.5 3731637.5 2 1.25439257 0.01945472278 -0.001162996813
3509812.5 3731637.5 2 1.25521425 0.01868172316 -0.001170012616
3509837.5 3731637.5 2 1.255916932 0.01791858002 -0.001207411465
3509862.5 3731637.5 2 1.256677754 0.01717760719 -0.001201644379
3509887.5 3731637.5 2 1.257332927 0.01644726303 -0.001228770689
3509912.5 3731637.5 2 1.257967441 0.01574291873 -0.001163056775
3509937.5 3731637.5 2 1.258489787 0.01504550455 -0.001196924098
3509962.5 3731637.5 2 1.258751477 0.01445459524 -0.001049972347
3509987.5 3731637.5 2 1.258751477 0.01445459524 -0.001049972347
3503687.5 3731662.5 2 1.348828267 0.002848005542 -0.0004595789649
3503662.5 3731662.5 2 1.348082689 0.002123904607 -0.0003892491743
3503712.5 3731662.5 2 1.349556358 0.003568331268 -0.0003707586156
3503737.5 3731662.5 2 1.349994818 0.004303639476 -0.0003305567084
3503762.5 3731662.5 2 1.350416206 0.005038280162 -0.0002340755929
3503787.5 3731662.5 2 1.350628662 0.005735556232 -0.0001709751472
3503812.5 3731662.5 2 1.350727069 0.00635741443 3.09300475e-005
3503837.5 3731662.5 2 1.350493546 0.006875124019 0.0001866051942
3503862.5 3731662.5 2 1.350208539 0.007272788538 0.0003625802764
3503887.5 3731662.5 2 1.349744882 0.007551096363 0.0004700398417
3503912.5 3731662.5 2 1.349204789 0.007714554485 0.0006659838936
3503937.5 3731662.5 2 1.348401263 0.007779355916 0.0007914061203
3503962.5 3731662.5 2 1.347579115 0.007759016184 0.0009260751631
3503987.5 3731662.5 2 1.34661928 0.00767244072 0.0009898440592
3504012.5 3731662.5 2 1.345615851 0.007527226226 0.001132037725
3504037.5 3731662.5 2 1.344393375 0.007339302047 0.001207407226
3504062.5 3731662.5 2 1.343175508 0.007115407563 0.001296963049
3504087.5 3731662.5 2 1.341841877 0.006868423352 0.001319725822
3504112.5 3731662.5 2 1.340486538 0.006597675931 0.001417027282
3504137.5 3731662.5 2 1.338944009 0.006314336484 0.001449507235
3504162.5 3731662.5 2 1.33742948 0.006018470052 0.001500866951
3504187.5 3731662.5 2 1.335821094 0.005721059392 0.001487580699
3504212.5 3731662.5 2 1.334213224 0.005417649065 0.001550453097
3504237.5 3731662.5 2 1.332439925 0.005117541983 0.001551417978
3504262.5 3731662.5 2 1.33071175 0.004819524902 0.001576149277
3504287.5 3731662.5 2 1.328902644 0.004533212044 0.001539814527
3504312.5 3731662.5 2 1.327108805 0.004254877914 0.001581870492
3504337.5 3731662.5 2 1.325160552 0.003992484128 0.001565107646
3504362.5 3731662.5 2 1.323269664 0.003745272425 0.001574117903
3504387.5 3731662.5 2 1.321305832 0.003521372471 0.001524803047
3504412.5 3731662.5 2 1.319371077 0.00331839717 0.001553786868
3504437.5 3731662.5 2 1.317291135 0.003142524499 0.001526550164
3504462.5 3731662.5 2 1.315281087 0.002994455419 0.001525336173
3504487.5 3731662.5 2 1.313205397 0.002880082444 0.00146841549
3504512.5 3731662.5 2 1.311172324 0.002799007488 0.001488567506
3504537.5 3731662.5 2 1.309002263 0.002755096012 0.001455732049
3504562.5 3731662.5 2 1.306914847 0.002750756661 0.001448763096
3504587.5 3731662.5 2 1.304766933 0.002789221158 0.001389078652
3504612.5 3731662.5 2 1.302674695 0.002872410018 0.001404078699
3504637.5 3731662.5 2 1.30045312 0.003001195541 0.001369627229
3504662.5 3731662.5 2 1.298326275 0.003180481524 0.001360508963
3504687.5 3731662.5 2 1.296144838 0.003410214068 0.001301457091
3504712.5 3731662.5 2 1.294032328 0.003694761446 0.001314826921
3504737.5 3731662.5 2 1.291799571 0.004031657236 0.001281586785
3504762.5 3731662.5 2 1.289675459 0.004428283941 0.001272565005
3504787.5 3731662.5 2 1.287501685 0.004881639766 0.001216116463
3504812.5 3731662.5 2 1.285408748 0.005399120397 0.001229524396
3504837.5 3731662.5 2 1.283202749 0.005974985079 0.0011990682
3504862.5 3731662.5 2 1.281119097 0.006619744258 0.001191446494
3504887.5 3731662.5 2 1.278992398 0.007326664719 0.001139055775
3504912.5 3731662.5 2 1.276960386 0.008106435717 0.001154087098
3504937.5 3731662.5 2 1.274823832 0.008949485964 0.00112788001
3504962.5 3731662.5 2 1.272824614 0.009869482902 0.001122978593
3504987.5 3731662.5 2 1.270789682 0.01085551066 0.001076019345
3505012.5 3731662.5 2 1.268865409 0.01192188612 0.001094050112
3505037.5 3731662.5 2 1.266846974 0.01305455313 0.001073175628
3505062.5 3731662.5 2 1.264982028 0.01427059092 0.001072334036
3505087.5 3731662.5 2 1.263090381 0.01555432944 0.001032242631
3505112.5 3731662.5 2 1.261327814 0.01692373866 0.001054769656
3505137.5 3731662.5 2 1.259479948 0.01835964505 0.00104125729
3505162.5 3731662.5 2 1.257803872 0.0198822978 0.001045492785
3505187.5 3731662.5 2 1.256111004 0.02147059347 0.001012522235
3505212.5 3731662.5 2 1.254567463 0.02314587035 0.001040388061
3505237.5 3731662.5 2 1.252948499 0.02488264133 0.001034844968
3505262.5 3731662.5 2 1.251521931 0.0267043928 0.001043425623
3505287.5 3731662.5 2 1.250090473 0.02858368767 0.001018047722
3505312.5 3731662.5 2 1.248832207 0.03054407604 0.001050606523
3505337.5 3731662.5 2 1.247510194 0.03255337235 0.0010521451
3505362.5 3731662.5 2 1.246403262 0.0346370935 0.001064820713
3505387.5 3731662.5 2 1.245304711 0.03676097709 0.001046001053
3505412.5 3731662.5 2 1.244406504 0.03895031842 0.001082538474
3505437.5 3731662.5 2 1.243459243 0.04116566737 0.001089629242
3505462.5 3731662.5 2 1.242753322 0.04343329382 0.00110482238
3505487.5 3731662.5 2 1.242071907 0.04571262256 0.001090083045
3505512.5 3731662.5 2 1.241620251 0.04802896319 0.001128410662
3505537.5 3731662.5 2 1.241135457 0.05033627345 0.001137693747
3505562.5 3731662.5 2 1.240917684 0.05265993125 0.001152798235
3505587.5 3731662.5 2 1.24073991 0.05495391356 0.001138180557
3505612.5 3731662.5 2 1.240817143 0.05724205533 0.001175720323
3505637.5 3731662.5 2 1.240875863 0.05947355527 0.001182580503
3505662.5 3731662.5 2 1.24122083 0.06167154369 0.001194651395
3505687.5 3731662.5 2 1.241615009 0.06378698046 0.001175131076
3505712.5 3731662.5 2 1.242277861 0.06584007212 0.001207869947
3505737.5 3731662.5 2 1.242925501 0.06777893724 0.001206190673
3505762.5 3731662.5 2 1.243862884 0.06962360304 0.001212030679
3505787.5 3731662.5 2 1.244842819 0.07132633079 0.00118249112
3505812.5 3731662.5 2 1.246086207 0.0729046005 0.001207279349
3505837.5 3731662.5 2 1.247299283 0.07431086618 0.001195213649
3505862.5 3731662.5 2 1.248784826 0.0755626484 0.001193624282
3505887.5 3731662.5 2 1.250287089 0.07661859557 0.001153039772
3505912.5 3731662.5 2 1.252021747 0.07749485835 0.001170555166
3505937.5 3731662.5 2 1.253692306 0.07815418197 0.001146986286
3505962.5 3731662.5 2 1.255595539 0.07861313888 0.00113997022
3505987.5 3731662.5 2 1.25747014 0.07884232865 0.001088973061
3506012.5 3731662.5 2 1.259522701 0.0788580433 0.001101690403
3506037.5 3731662.5 2 1.261464036 0.07863743449 0.001067956509
3506062.5 3731662.5 2 1.263583191 0.07819711418 0.001058649422
3506087.5 3731662.5 2 1.2656184 0.07752260914 0.000999308911
3506112.5 3731662.5 2 1.267765633 0.07662914078 0.00101034263
3506137.5 3731662.5 2 1.269748747 0.07551055675 0.0009690214297
3506162.5 3731662.5 2 1.271848484 0.07418153998 0.0009608671592
3506187.5 3731662.5 2 1.273810622 0.07264214097 0.0008959530782
3506212.5 3731662.5 2 1.27582029 0.07090445559 0.0009076385318
3506237.5 3731662.5 2 1.277620668 0.06897818797 0.0008611180354
3506262.5 3731662.5 2 1.279484166 0.06687298932 0.0008559820495
3506287.5 3731662.5 2 1.281168046 0.06460113563 0.0007885029709
3506312.5 3731662.5 2 1.282848704 0.06216845635 0.0008015361594
3506337.5 3731662.5 2 1.284292362 0.05959781207 0.0007505574323
3506362.5 3731662.5 2 1.285761154 0.05689101726 0.0007477131349
3506387.5 3731662.5 2 1.287029064 0.0540694041 0.0006774961946
3506412.5 3731662.5 2 1.28826053 0.05112969691 0.0006907817829
3506437.5 3731662.5 2 1.289245534 0.04810505693 0.0006355998485
3506462.5 3731662.5 2 1.290235267 0.04498726396 0.0006332325933
3506487.5 3731662.5 2 1.291022228 0.04180446222 0.0005601305567
3506512.5 3731662.5 2 1.291754714 0.03854359075 0.0005733591234
3506537.5 3731662.5 2 1.292247325 0.03524399207 0.0005152129087
3506562.5 3731662.5 2 1.292737928 0.03188693847 0.0005132817337
3506587.5 3731662.5 2 1.293033693 0.02850773834 0.000438994546
3506612.5 3731662.5 2 1.293266318 0.0250843243 0.0004517593197
3506637.5 3731662.5 2 1.293271683 0.02166109902 0.0003924149547
3506662.5 3731662.5 2 1.293270313 0.01820935178 0.0003911260555
3506687.5 3731662.5 2 1.293085609 0.01477190473 0.0003152582032
3506712.5 3731662.5 2 1.292828872 0.01131928294 0.0003273392919
3506737.5 3731662.5 2 1.292346914 0.007900667793 0.0002709603329
3506762.5 3731662.5 2 1.291846788 0.004481312235 0.0002711944374
3506787.5 3731662.5 2 1.291170802 0.001114377304 0.0001953126332
3506812.5 3731662.5 2 1.290407907 -0.002217483244 0.0002116773216
3506837.5 3731662.5 2 1.28941691 -0.005445379805 0.0001640763616
3506862.5 3731662.5 2 1.288405925 -0.008597132785 0.0001686806211
3506887.5 3731662.5 2 1.287234057 -0.01161041758 0.0001021112241
3506912.5 3731662.5 2 1.285984762 -0.01452100744 0.0001249772171
3506937.5 3731662.5 2 1.284524727 -0.01727072697 8.899681669e-005
3506962.5 3731662.5 2 1.283058966 -0.01990178513 9.820368906e-005
3506987.5 3731662.5 2 1.28145688 -0.02235878802 4.280813813e-005
3507012.5 3731662.5 2 1.279803271 -0.02468836051 6.74127259e-005
3507037.5 3731662.5 2 1.277961293 -0.02683754878 4.173851043e-005
3507062.5 3731662.5 2 1.276130229 -0.02885662753 5.507459533e-005
3507087.5 3731662.5 2 1.274186209 -0.03069543205 1.226056757e-005
3507112.5 3731662.5 2 1.272212065 -0.0324037161 3.832580654e-005
3507137.5 3731662.5 2 1.270069139 -0.03393184156 2.511422776e-005
3507162.5 3731662.5 2 1.267953706 -0.03533180691 4.223370929e-005
3507187.5 3731662.5 2 1.265736575 -0.03655640743 8.802556171e-006
3507212.5 3731662.5 2 1.263513483 -0.03765481638 3.076463236e-005
3507237.5 3731662.5 2 1.261153349 -0.03858094461 1.494840541e-005
3507262.5 3731662.5 2 1.258835509 -0.03938293173 1.787684026e-005
3507287.5 3731662.5 2 1.256471665 -0.04002122603 -2.581143613e-005
3507312.5 3731662.5 2 1.254148013 -0.04054136739 -1.607675651e-005
3507337.5 3731662.5 2 1.251726935 -0.04090305578 -4.198716582e-005
3507362.5 3731662.5 2 1.249380381 -0.04115030421 -4.833612003e-005
3507387.5 3731662.5 2 1.247015026 -0.04124897209 -9.514398895e-005
3507412.5 3731662.5 2 1.244709232 -0.04123718193 -8.543586118e-005
3507437.5 3731662.5 2 1.242317957 -0.04108251161 -0.0001085926563
3507462.5 3731662.5 2 1.240009558 -0.04081974204 -0.0001117621286
3507487.5 3731662.5 2 1.237687373 -0.04041901226 -0.0001499622717
3507512.5 3731662.5 2 1.235428819 -0.03990957949 -0.000130328342
3507537.5 3731662.5 2 1.233083098 -0.03926926745 -0.0001409771291
3507562.5 3731662.5 2 1.230816655 -0.03852019048 -0.0001309749846
3507587.5 3731662.5 2 1.228529021 -0.03763965293 -0.0001512151718
3507612.5 3731662.5 2 1.226300799 -0.03664577755 -0.0001137784658
3507637.5 3731662.5 2 1.223976159 -0.03552636506 -0.0001042424514
3507662.5 3731662.5 2 1.221722701 -0.03429103929 -7.371929327e-005
3507687.5 3731662.5 2 1.219435599 -0.03292579405 -6.981564398e-005
3507712.5 3731662.5 2 1.217204778 -0.03143717336 -9.269467973e-006
3507737.5 3731662.5 2 1.214867061 -0.02982316789 2.547484424e-005
3507762.5 3731662.5 2 1.212589761 -0.02808029769 7.914219808e-005
3507787.5 3731662.5 2 1.210271871 -0.02620479783 0.0001067204972
3507812.5 3731662.5 2 1.208009832 -0.02419188161 0.000187965266
3507837.5 3731662.5 2 1.205628132 -0.02204610466 0.0002351106878
3507862.5 3731662.5 2 1.203324427 -0.01975252263 0.0002923873405
3507887.5 3731662.5 2 1.201006762 -0.01731995673 0.0003164187543
3507912.5 3731662.5 2 1.198777986 -0.01473300363 0.0003908938195
3507937.5 3731662.5 2 1.196498966 -0.01201001326 0.0004254272579
3507962.5 3731662.5 2 1.19436636 -0.009130806938 0.0004754752987
3507987.5 3731662.5 2 1.192279381 -0.006117528431 0.0004898986815
3508012.5 3731662.5 2 1.190347066 -0.002952139949 0.0005586821539
3508037.5 3731662.5 2 1.188426335 0.000321278755 0.0005824530924
3508062.5 3731662.5 2 1.186719295 0.003706639516 0.0006245457158
3508087.5 3731662.5 2 1.185129719 0.007148984138 0.0006242261131
3508112.5 3731662.5 2 1.183773181 0.01065590911 0.0006823456249
3508137.5 3731662.5 2 1.182493386 0.01416437097 0.0006891262582
3508162.5 3731662.5 2 1.181479814 0.01768910352 0.0007174857316
3508187.5 3731662.5 2 1.180623933 0.0211694297 0.000698310358
3508212.5 3731662.5 2 1.180038238 0.02462069595 0.0007439194376
3508237.5 3731662.5 2 1.179548475 0.02797328045 0.0007335440793
3508262.5 3731662.5 2 1.179341562 0.03124925768 0.0007472577848
3508287.5 3731662.5 2 1.179294294 0.03438682909 0.0007090897982
3508312.5 3731662.5 2 1.179520095 0.03741068735 0.0007411732893
3508337.5 3731662.5 2 1.179824752 0.04025185228 0.000715804532
3508362.5 3731662.5 2 1.180398549 0.04294258024 0.0007153551208
3508387.5 3731662.5 2 1.181102361 0.04542731454 0.0006595850848
3508412.5 3731662.5 2 1.182052914 0.04774227389 0.0006785349466
3508437.5 3731662.5 2 1.183031741 0.04982623853 0.0006434179984
3508462.5 3731662.5 2 1.184244039 0.05172380415 0.0006302029069
3508487.5 3731662.5 2 1.185534778 0.05338773074 0.0005616238827
3508512.5 3731662.5 2 1.187026502 0.05486533183 0.000570638021
3508537.5 3731662.5 2 1.188484755 0.05610574099 0.0005288979885
3508562.5 3731662.5 2 1.190131427 0.05716274001 0.000506781041
3508587.5 3731662.5 2 1.191793426 0.05799662065 0.0004346002072
3508612.5 3731662.5 2 1.193606119 0.05866319691 0.0004390505747
3508637.5 3731662.5 2 1.195330331 0.05911908985 0.0003948703973
3508662.5 3731662.5 2 1.197199705 0.05942285695 0.0003704000845
3508687.5 3731662.5 2 1.19902615 0.05953930694 0.0003018069222
3508712.5 3731662.5 2 1.200961599 0.05952798711 0.0003051869417
3508737.5 3731662.5 2 1.202764873 0.05934877087 0.0002639893299
3508762.5 3731662.5 2 1.204679121 0.05906126506 0.0002425765404
3508787.5 3731662.5 2 1.206506275 0.05863113004 0.0001819212047
3508812.5 3731662.5 2 1.208411856 0.05811790502 0.0001878550223
3508837.5 3731662.5 2 1.210154513 0.05748163954 0.0001540167764
3508862.5 3731662.5 2 1.2119851 0.0567804411 0.0001387176062
3508887.5 3731662.5 2 1.213697883 0.05597843223 8.868338174e-005
3508912.5 3731662.5 2 1.215470062 0.05513305736 9.943977827e-005
3508937.5 3731662.5 2 1.21706024 0.0542031058 7.523130774e-005
3508962.5 3731662.5 2 1.218724584 0.053244024 6.778302319e-005
3508987.5 3731662.5 2 1.220251193 0.05221803197 2.988883539e-005
3509012.5 3731662.5 2 1.221828022 0.05117962873 4.555053882e-005
3509037.5 3731662.5 2 1.223213196 0.0500863168 3.177360689e-005
3509062.5 3731662.5 2 1.224666824 0.04899041018 3.152039912e-005
3509087.5 3731662.5 2 1.225971362 0.04785293361 5.054618226e-006
3509112.5 3731662.5 2 1.227321149 0.04672494633 2.381909762e-005
3509137.5 3731662.5 2 1.228478414 0.04556442706 1.767996245e-005
3509162.5 3731662.5 2 1.229701952 0.04441976751 2.297289864e-005
3509187.5 3731662.5 2 1.230772992 0.0432500751 6.057131321e-006
3509212.5 3731662.5 2 1.231887574 0.04210173088 2.480172947e-005
3509237.5 3731662.5 2 1.232826853 0.04093371396 1.906399828e-005
3509262.5 3731662.5 2 1.2338267 0.03978863766 2.480439741e-005
3509287.5 3731662.5 2 1.234681592 0.03862830204 3.881066363e-006
3509312.5 3731662.5 2 1.235571978 0.03749901855 5.945688822e-006
3509337.5 3731662.5 2 1.23632694 0.03636458315 -2.271940685e-005
3509362.5 3731662.5 2 1.23715354 0.03526570659 -3.870314018e-005
3509387.5 3731662.5 2 1.23788088 0.03417008433 -8.448899304e-005
3509412.5 3731662.5 2 1.238682293 0.03311875832 -0.0001063869548
3509437.5 3731662.5 2 1.239382009 0.03207387365 -0.0001554076564
3509462.5 3731662.5 2 1.240175536 0.03106968513 -0.0001824741694
3509487.5 3731662.5 2 1.240883576 0.03007300812 -0.0002378546995
3509512.5 3731662.5 2 1.24167763 0.0291201226 -0.0002658729798
3509537.5 3731662.5 2 1.242381461 0.02817438663 -0.0003189879106
3509562.5 3731662.5 2 1.243182953 0.02726586368 -0.0003418216351
3509587.5 3731662.5 2 1.243898533 0.02636346789 -0.0003932638175
3509612.5 3731662.5 2 1.244699969 0.02550003469 -0.0004162501962
3509637.5 3731662.5 2 1.245414116 0.02464145188 -0.0004652393022
3509662.5 3731662.5 2 1.246222426 0.02381337259 -0.0004759170995
3509687.5 3731662.5 2 1.246938089 0.02298817037 -0.0005178967678
3509712.5 3731662.5 2 1.247730637 0.02219454186 -0.0005287455449
3509737.5 3731662.5 2 1.248429256 0.02140363854 -0.0005670234202
3509762.5 3731662.5 2 1.249212496 0.02063680683 -0.000562835709
3509787.5 3731662.5 2 1.249894435 0.01987087874 -0.0005929012189
3509812.5 3731662.5 2 1.250635378 0.01913038624 -0.0005838717962
3509837.5 3731662.5 2 1.251263489 0.0183947293 -0.0006064138366
3509862.5 3731662.5 2 1.251951562 0.01768241251 -0.0005873143863
3509887.5 3731662.5 2 1.252543986 0.01697681481 -0.0006043475936
3509912.5 3731662.5 2 1.253121429 0.01630011953 -0.000526650016
3509937.5 3731662.5 2 1.253585627 0.01562553135 -0.0005506433717
3509962.5 3731662.5 2 1.253815955 0.01506082058 -0.0003933623547
3509987.5 3731662.5 2 1.253815955 0.01506082058 -0.0003933623547
3503687.5 3731687.5 2 1.348819318 0.002647499783 -0.0004860786521
3503662.5 3731687.5 2 1.348078067 0.001979599842 -0.0004166099441
3503712.5 3731687.5 2 1.349537235 0.003313323608 -0.0003948101502
3503737.5 3731687.5 2 1.349963923 0.003997445856 -0.0003543219726
3503762.5 3731687.5 2 1.350367101 0.004687480479 -0.0002550708716
3503787.5 3731687.5 2 1.35057665 0.005350354869 -0.0002046776705
3503812.5 3731687.5 2 1.350673979 0.005939237789 -1.178406875e-005
3503837.5 3731687.5 2 1.350437216 0.006427824333 0.0001385840194
3503862.5 3731687.5 2 1.350150144 0.006800671489 0.000309537028
3503887.5 3731687.5 2 1.34967747 0.007061578112 0.0004179172057
3503912.5 3731687.5 2 1.349128238 0.007214418734 0.0006109933611
3503937.5 3731687.5 2 1.348307141 0.007276752589 0.0007412889456
3503962.5 3731687.5 2 1.347467108 0.00725974486 0.0008768522109
3503987.5 3731687.5 2 1.346482159 0.007181886347 0.0009462415031
3504012.5 3731687.5 2 1.345454743 0.007050772163 0.001088613674
3504037.5 3731687.5 2 1.344204957 0.006882590795 0.001169241055
3504062.5 3731687.5 2 1.342960209 0.006681555921 0.001261868096
3504087.5 3731687.5 2 1.34159944 0.006459945086 0.001288229353
3504112.5 3731687.5 2 1.34021783 0.006218105796 0.001388066594
3504137.5 3731687.5 2 1.338651539 0.005966618653 0.001423672165
3504162.5 3731687.5 2 1.337115066 0.005704467009 0.001478527432
3504187.5 3731687.5 2 1.335486887 0.00544057574 0.001468404674
3504212.5 3731687.5 2 1.33386049 0.005172445555 0.001533991401
3504237.5 3731687.5 2 1.332072807 0.004908614529 0.001537499744
3504262.5 3731687.5 2 1.33033365 0.004648197064 0.001564841247
3504287.5 3731687.5 2 1.328516902 0.004398546975 0.001530662891
3504312.5 3731687.5 2 1.326717383 0.004157566921 0.001574632995
3504337.5 3731687.5 2 1.32476796 0.003931985133 0.001559377263
3504362.5 3731687.5 2 1.322879531 0.003722226323 0.001570147058
3504387.5 3731687.5 2 1.320921498 0.003534284974 0.00152210544
3504412.5 3731687.5 2 1.318994015 0.003367182689 0.001552293234
3504437.5 3731687.5 2 1.316925248 0.003225542428 0.001525963876
3504462.5 3731687.5 2 1.314928804 0.003111683475 0.001526143085
3504487.5 3731687.5 2 1.312868615 0.00302979896 0.00147032971
3504512.5 3731687.5 2 1.310850624 0.002980422923 0.00149164485
3504537.5 3731687.5 2 1.308697755 0.002965763138 0.001459785657
3504562.5 3731687.5 2 1.306627904 0.002989881245 0.001454179324
3504587.5 3731687.5 2 1.304498212 0.003054566087 0.00139550798
3504612.5 3731687.5 2 1.302421592 0.003162382092 0.001411699714
3504637.5 3731687.5 2 1.300216363 0.003312887932 0.001378023412
3504662.5 3731687.5 2 1.298105224 0.003512191389 0.001369533879
3504687.5 3731687.5 2 1.295939326 0.003758949872 0.001310694625
3504712.5 3731687.5 2 1.293839203 0.004057884425 0.001324185254
3504737.5 3731687.5 2 1.291618394 0.004406408263 0.001291081611
3504762.5 3731687.5 2 1.289503447 0.004812135967 0.001282136439
3504787.5 3731687.5 2 1.28733717 0.005271282741 0.001225869176
3504812.5 3731687.5 2 1.285246939 0.005791235819 0.001239046602
3504837.5 3731687.5 2 1.28304206 0.006366550846 0.001208589592
3504862.5 3731687.5 2 1.280955052 0.007007223654 0.001200694837
3504887.5 3731687.5 2 1.278822194 0.007706492651 0.001148427331
3504912.5 3731687.5 2 1.276778078 0.008474289641 0.001162974047
3504937.5 3731687.5 2 1.274626976 0.009302023486 0.001136822475
3504962.5 3731687.5 2 1.27260678 0.01020199224 0.001131728436
3504987.5 3731687.5 2 1.270547924 0.0111638354 0.001085013713
3505012.5 3731687.5 2 1.268594067 0.0122004722 0.00110211456
3505037.5 3731687.5 2 1.26654378 0.01329995412 0.001081219824
3505062.5 3731687.5 2 1.264640879 0.01447723957 0.00107969858
3505087.5 3731687.5 2 1.26271071 0.01571806015 0.001039076151
3505112.5 3731687.5 2 1.260904792 0.01703803424 0.001060060212
3505137.5 3731687.5 2 1.259013801 0.01842062298 0.001046199158
